stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687066,-0.158398,-0.186426,0.790171,0.619696,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
0,0,-0.567232,0.698132,-0.174533,-0.174533,-0.571183,0.687117,-0.158398,-0.186426,0.790171,0.616849,-0.484053,0.356794,0.804488,0.64409,-0.479173,0.355222
