stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172057,0.150596,1.20196,0.505812,0.0742709,0.718109,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
0,0,-0.0872665,0.698132,0.174533,0.174533,-0.0932763,0.689099,0.172117,0.150561,1.20196,0.505812,0.0724915,0.719172,1.20196,0.507736,0.0818606,0.713579
