stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
0,0,-1.22173,0.814493,0.174533,0.174533,-1.20185,0.794544,0.1205,0.122792,-1.9877,0.558576,0.810498,0.776119
