stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.167353,-0.198718,2.10394,-0.386234,0.215407,0.725566,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
22,40,-0.0872665,-0.698132,0.174533,-0.174533,-0.0977862,-0.691235,0.16734,-0.198661,2.10394,-0.386234,0.215775,0.723841,1.83191,-0.431787,0.200132,0.677538
