stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
20,30,-1.22173,1.22173,-0.261799,0.261799,-1.21309,1.19853,-0.19269,0.228124,-0.863802,0.649712,-1.03664,0.505138
