stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151848,-0.167676,-1.50023,-0.332625,-0.340281,-0.102857
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
25,45,-1.0472,-0.698132,-0.174533,-0.174533,-1.0322,-0.686252,-0.151788,-0.167696,-1.50023,-0.332625,-0.341173,-0.102558
