stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
35,25,-0.567232,-0.698132,0.174533,0.174533,-0.5661,-0.685032,0.144684,0.118538,-0.113174,-0.36679,0.447728,0.839928
