stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692557,0.174663,-0.182023,0.403607,-0.312209,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692557,0.174663,-0.182023,0.403607,-0.312209,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692557,0.174663,-0.182023,0.403607,-0.312209,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692557,0.174663,-0.182023,0.403607,-0.312209,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692557,0.174663,-0.182023,0.403607,-0.312209,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
25,55,-0.567232,-0.698132,0.174533,-0.174533,-0.56925,-0.692607,0.174663,-0.182023,0.403607,-0.309362,-0.00389894,0.224709,1.20537,-0.5117,0.10063,0.239289
